No of locations: 20
Threshold: 150
No of supply centers: 3
No of large vehicles at the supply centres: 1
No of small vehicles at supply centres: 2
X: 20
Capacity of Large vehicle: 100
loc 1: (7,65) resources: 60 large vehicles: 0 small vehicles: 1
damage(54,71): 2
damage(54,72): 2
damage(54,73): 2
damage(54,74): 2
damage(54,75): 2
damage(54,76): 1
damage(54,77): 1
damage(54,78): 0
damage(54,79): 2
damage(54,80): 2
damage(54,81): 1
damage(54,82): 0
damage(54,83): 2
damage(54,84): 2
damage(54,85): 2
damage(54,86): 0
damage(54,87): 0
damage(54,88): 2
damage(54,89): 0
damage(54,90): 1
damage(54,91): 0
damage(54,92): 2
damage(54,93): 2
damage(54,94): 0
damage(54,95): 2
damage(54,96): 0
damage(54,97): 0
damage(54,98): 1
damage(54,99): 0
damage(55,0): 2
damage(55,1): 1
damage(55,2): 2
damage(55,3): 1
damage(55,4): 0
damage(55,5): 0
damage(55,6): 2
damage(55,7): 2
damage(55,8): 2
damage(55,9): 0
damage(55,10): 2
damage(55,11): 1
damage(55,12): 2
damage(55,13): 0
damage(55,14): 2
damage(55,15): 1
damage(55,16): 2
damage(55,17): 0
damage(55,18): 1
damage(55,19): 2
damage(55,20): 1
damage(55,21): 0
damage(55,22): 2
damage(55,23): 1
damage(55,24): 0
damage(55,25): 2
damage(55,26): 0
damage(55,27): 0
damage(55,28): 1
damage(55,29): 2
damage(55,30): 0
damage(55,31): 0
damage(55,32): 0
damage(55,33): 1
damage(55,34): 2
damage(55,35): 2
damage(55,36): 1
damage(55,37): 2
damage(55,38): 2
damage(55,39): 1
damage(55,40): 2
damage(55,41): 2
damage(55,42): 2
damage(55,43): 2
damage(55,44): 2
damage(55,45): 1
damage(55,46): 1
damage(55,47): 2
damage(55,48): 2
damage(55,49): 2
damage(55,50): 1
damage(55,51): 1
damage(55,52): 0
damage(55,53): 0
damage(55,54): 2
damage(55,55): 0
damage(55,56): 1
damage(55,57): 0
damage(55,58): 1
damage(55,59): 2
damage(55,60): 0
damage(55,61): 2
damage(55,62): 0
damage(55,63): 1
damage(55,64): 1
damage(55,65): 0
damage(55,66): 1
damage(55,67): 0
damage(55,68): 0
damage(55,69): 0
damage(55,70): 1
damage(55,71): 0
damage(55,72): 0
damage(55,73): 1
damage(55,74): 0
damage(55,75): 0
damage(55,76): 1
damage(55,77): 1
damage(55,78): 0
damage(55,79): 1
damage(55,80): 2
damage(55,81): 1
damage(55,82): 2
damage(55,83): 0
damage(55,84): 0
damage(55,85): 2
damage(55,86): 2
damage(55,87): 1
damage(55,88): 0
damage(55,89): 0
damage(55,90): 1
damage(55,91): 0
damage(55,92): 0
damage(55,93): 2
damage(55,94): 0
damage(55,95): 1
damage(55,96): 2
damage(55,97): 1
damage(55,98): 1
damage(55,99): 0
damage(56,0): 0
damage(56,1): 0
damage(56,2): 1
damage(56,3): 1
damage(56,4): 2
damage(56,5): 2
damage(56,6): 1
damage(56,7): 0
damage(56,8): 1
damage(56,9): 1
damage(56,10): 2
damage(56,11): 1
damage(56,12): 1
damage(56,13): 2
damage(56,14): 0
damage(56,15): 2
damage(56,16): 1
damage(56,17): 2
damage(56,18): 1
damage(56,19): 0
damage(56,20): 0
damage(56,21): 2
damage(56,22): 1
damage(56,23): 1
damage(56,24): 1
damage(56,25): 1
damage(56,26): 0
damage(56,27): 0
damage(56,28): 0
damage(56,29): 0
damage(56,30): 1
damage(56,31): 1
damage(56,32): 0
damage(56,33): 0
damage(56,34): 2
damage(56,35): 2
damage(56,36): 0
damage(56,37): 0
damage(56,38): 0
damage(56,39): 1
damage(56,40): 0
damage(56,41): 2
damage(56,42): 1
damage(56,43): 2
damage(56,44): 1
damage(56,45): 1
damage(56,46): 1
damage(56,47): 1
damage(56,48): 0
damage(56,49): 2
damage(56,50): 2
damage(56,51): 0
damage(56,52): 2
damage(56,53): 0
damage(56,54): 2
damage(56,55): 0
damage(56,56): 0
damage(56,57): 0
damage(56,58): 1
damage(56,59): 0
damage(56,60): 0
damage(56,61): 0
damage(56,62): 1
damage(56,63): 1
damage(56,64): 1
damage(56,65): 1
damage(56,66): 1
damage(56,67): 1
damage(56,68): 1
damage(56,69): 2
damage(56,70): 1
damage(56,71): 2
damage(56,72): 0
damage(56,73): 2
damage(56,74): 1
damage(56,75): 2
damage(56,76): 1
damage(56,77): 2
damage(56,78): 0
damage(56,79): 1
damage(56,80): 2
damage(56,81): 2
damage(56,82): 2
damage(56,83): 1
damage(56,84): 1
damage(56,85): 0
damage(56,86): 1
damage(56,87): 1
damage(56,88): 1
damage(56,89): 1
damage(56,90): 2
damage(56,91): 1
damage(56,92): 2
damage(56,93): 1
damage(56,94): 0
damage(56,95): 1
damage(56,96): 2
damage(56,97): 2
damage(56,98): 2
damage(56,99): 1
damage(57,0): 2
damage(57,1): 1
damage(57,2): 1
damage(57,3): 0
damage(57,4): 0
damage(57,5): 0
damage(57,6): 2
damage(57,7): 2
damage(57,8): 0
damage(57,9): 1
damage(57,10): 0
damage(57,11): 2
damage(57,12): 0
damage(57,13): 1
damage(57,14): 2
damage(57,15): 2
damage(57,16): 2
damage(57,17): 0
damage(57,18): 0
damage(57,19): 0
damage(57,20): 2
damage(57,21): 2
damage(57,22): 2
damage(57,23): 2
damage(57,24): 0
damage(57,25): 2
damage(57,26): 0
damage(57,27): 0
damage(57,28): 2
damage(57,29): 0
damage(57,30): 2
damage(57,31): 2
damage(57,32): 2
damage(57,33): 0
damage(57,34): 2
damage(57,35): 0
damage(57,36): 0
damage(57,37): 1
damage(57,38): 1
damage(57,39): 1
damage(57,40): 2
damage(57,41): 1
damage(57,42): 2
damage(57,43): 1
damage(57,44): 0
damage(57,45): 1
damage(57,46): 0
damage(57,47): 2
damage(57,48): 2
damage(57,49): 1
damage(57,50): 0
damage(57,51): 2
damage(57,52): 1
damage(57,53): 2
damage(57,54): 2
damage(57,55): 2
damage(57,56): 2
damage(57,57): 0
damage(57,58): 0
damage(57,59): 2
damage(57,60): 0
damage(57,61): 2
damage(57,62): 1
damage(57,63): 0
damage(57,64): 0
damage(57,65): 0
damage(57,66): 2
damage(57,67): 2
damage(57,68): 1
damage(57,69): 0
damage(57,70): 1
damage(57,71): 2
damage(57,72): 2
damage(57,73): 0
damage(57,74): 0
damage(57,75): 1
damage(57,76): 2
damage(57,77): 0
damage(57,78): 1
damage(57,79): 2
damage(57,80): 2
damage(57,81): 2
damage(57,82): 2
damage(57,83): 1
damage(57,84): 2
damage(57,85): 2
damage(57,86): 1
damage(57,87): 2
damage(57,88): 2
damage(57,89): 1
damage(57,90): 1
damage(57,91): 2
damage(57,92): 1
damage(57,93): 2
damage(57,94): 1
damage(57,95): 2
damage(57,96): 2
damage(57,97): 1
damage(57,98): 1
damage(57,99): 2
damage(58,0): 1
damage(58,1): 0
damage(58,2): 1
damage(58,3): 1
damage(58,4): 1
damage(58,5): 1
damage(58,6): 0
damage(58,7): 1
damage(58,8): 2
damage(58,9): 2
damage(58,10): 1
damage(58,11): 2
damage(58,12): 2
damage(58,13): 1
damage(58,14): 1
damage(58,15): 1
damage(58,16): 0
damage(58,17): 0
damage(58,18): 1
damage(58,19): 2
damage(58,20): 1
damage(58,21): 2
damage(58,22): 2
damage(58,23): 0
damage(58,24): 0
damage(58,25): 0
damage(58,26): 0
damage(58,27): 0
damage(58,28): 1
damage(58,29): 2
damage(58,30): 2
damage(58,31): 0
damage(58,32): 0
damage(58,33): 1
damage(58,34): 0
damage(58,35): 2
damage(58,36): 0
damage(58,37): 0
damage(58,38): 1
damage(58,39): 1
damage(58,40): 0
damage(58,41): 2
damage(58,42): 1
damage(58,43): 2
damage(58,44): 0
damage(58,45): 2
damage(58,46): 2
damage(58,47): 0
damage(58,48): 2
damage(58,49): 0
damage(58,50): 0
damage(58,51): 1
damage(58,52): 0
damage(58,53): 2
damage(58,54): 2
damage(58,55): 0
damage(58,56): 0
damage(58,57): 0
damage(58,58): 2
damage(58,59): 2
damage(58,60): 0
damage(58,61): 2
damage(58,62): 1
damage(58,63): 1
damage(58,64): 1
damage(58,65): 2
damage(58,66): 0
damage(58,67): 2
damage(58,68): 0
damage(58,69): 2
damage(58,70): 0
damage(58,71): 1
damage(58,72): 1
damage(58,73): 1
damage(58,74): 1
damage(58,75): 2
damage(58,76): 1
damage(58,77): 0
damage(58,78): 0
damage(58,79): 0
damage(58,80): 1
damage(58,81): 0
damage(58,82): 2
damage(58,83): 2
damage(58,84): 2
damage(58,85): 2
damage(58,86): 0
damage(58,87): 0
damage(58,88): 0
damage(58,89): 2
damage(58,90): 1
damage(58,91): 0
damage(58,92): 2
damage(58,93): 0
damage(58,94): 1
damage(58,95): 1
damage(58,96): 0
damage(58,97): 2
damage(58,98): 0
damage(58,99): 0
damage(59,0): 1
damage(59,1): 1
damage(59,2): 2
damage(59,3): 0
damage(59,4): 2
damage(59,5): 1
damage(59,6): 2
damage(59,7): 1
damage(59,8): 2
damage(59,9): 0
damage(59,10): 2
damage(59,11): 1
damage(59,12): 0
damage(59,13): 2
damage(59,14): 0
damage(59,15): 1
damage(59,16): 2
damage(59,17): 1
damage(59,18): 2
damage(59,19): 2
damage(59,20): 1
damage(59,21): 1
damage(59,22): 1
damage(59,23): 1
damage(59,24): 1
damage(59,25): 2
damage(59,26): 2
damage(59,27): 2
damage(59,28): 0
damage(59,29): 0
damage(59,30): 0
damage(59,31): 2
damage(59,32): 1
damage(59,33): 0
damage(59,34): 0
damage(59,35): 2
damage(59,36): 1
damage(59,37): 0
damage(59,38): 1
damage(59,39): 2
damage(59,40): 1
damage(59,41): 0
damage(59,42): 0
damage(59,43): 2
damage(59,44): 1
damage(59,45): 1
damage(59,46): 0
damage(59,47): 0
damage(59,48): 2
damage(59,49): 0
damage(59,50): 1
damage(59,51): 1
damage(59,52): 1
damage(59,53): 2
damage(59,54): 0
damage(59,55): 1
damage(59,56): 2
damage(59,57): 0
damage(59,58): 0
damage(59,59): 2
damage(59,60): 1
damage(59,61): 1
damage(59,62): 0
damage(59,63): 2
damage(59,64): 2
damage(59,65): 0
damage(59,66): 2
damage(59,67): 1
damage(59,68): 1
damage(59,69): 0
damage(59,70): 0
damage(59,71): 2
damage(59,72): 2
damage(59,73): 0
damage(59,74): 2
damage(59,75): 0
damage(59,76): 2
damage(59,77): 0
damage(59,78): 1
damage(59,79): 2
damage(59,80): 1
damage(59,81): 2
damage(59,82): 1
damage(59,83): 0
damage(59,84): 1
damage(59,85): 2
damage(59,86): 2
damage(59,87): 1
damage(59,88): 2
damage(59,89): 0
damage(59,90): 1
damage(59,91): 0
damage(59,92): 2
damage(59,93): 1
damage(59,94): 1
damage(59,95): 2
damage(59,96): 2
damage(59,97): 0
damage(59,98): 0
damage(59,99): 1
damage(60,0): 1
damage(60,1): 2
damage(60,2): 1
damage(60,3): 0
damage(60,4): 2
damage(60,5): 1
damage(60,6): 1
damage(60,7): 0
damage(60,8): 2
damage(60,9): 2
damage(60,10): 2
damage(60,11): 0
damage(60,12): 2
damage(60,13): 1
damage(60,14): 1
damage(60,15): 1
damage(60,16): 0
damage(60,17): 0
damage(60,18): 0
damage(60,19): 1
damage(60,20): 2
damage(60,21): 0
damage(60,22): 2
damage(60,23): 1
damage(60,24): 2
damage(60,25): 0
damage(60,26): 1
damage(60,27): 2
damage(60,28): 2
damage(60,29): 2
damage(60,30): 1
damage(60,31): 1
damage(60,32): 1
damage(60,33): 0
damage(60,34): 1
damage(60,35): 2
damage(60,36): 2
damage(60,37): 0
damage(60,38): 2
damage(60,39): 1
damage(60,40): 0
damage(60,41): 2
damage(60,42): 2
damage(60,43): 0
damage(60,44): 0
damage(60,45): 1
damage(60,46): 2
damage(60,47): 1
damage(60,48): 2
damage(60,49): 0
damage(60,50): 0
damage(60,51): 1
damage(60,52): 0
damage(60,53): 2
damage(60,54): 0
damage(60,55): 0
damage(60,56): 0
damage(60,57): 1
damage(60,58): 0
damage(60,59): 0
damage(60,60): 1
damage(60,61): 2
damage(60,62): 1
damage(60,63): 0
damage(60,64): 2
damage(60,65): 0
damage(60,66): 2
damage(60,67): 2
damage(60,68): 0
damage(60,69): 1
damage(60,70): 0
damage(60,71): 0
damage(60,72): 0
damage(60,73): 0
damage(60,74): 1
damage(60,75): 1
damage(60,76): 2
damage(60,77): 1
damage(60,78): 0
damage(60,79): 1
damage(60,80): 1
damage(60,81): 0
damage(60,82): 0
damage(60,83): 0
damage(60,84): 2
damage(60,85): 1
damage(60,86): 1
damage(60,87): 0
damage(60,88): 0
damage(60,89): 2
damage(60,90): 0
damage(60,91): 2
damage(60,92): 1
damage(60,93): 1
damage(60,94): 2
damage(60,95): 1
damage(60,96): 2
damage(60,97): 0
damage(60,98): 1
damage(60,99): 2
damage(61,0): 1
damage(61,1): 2
damage(61,2): 1
damage(61,3): 0
damage(61,4): 0
damage(61,5): 0
damage(61,6): 2
damage(61,7): 2
damage(61,8): 1
damage(61,9): 2
damage(61,10): 2
damage(61,11): 0
damage(61,12): 0
damage(61,13): 0
damage(61,14): 1
damage(61,15): 0
damage(61,16): 1
damage(61,17): 0
damage(61,18): 1
damage(61,19): 2
damage(61,20): 2
damage(61,21): 2
damage(61,22): 2
damage(61,23): 1
damage(61,24): 2
damage(61,25): 0
damage(61,26): 1
damage(61,27): 1
damage(61,28): 0
damage(61,29): 2
damage(61,30): 2
damage(61,31): 2
damage(61,32): 2
damage(61,33): 1
damage(61,34): 0
damage(61,35): 0
damage(61,36): 1
damage(61,37): 2
damage(61,38): 0
damage(61,39): 0
damage(61,40): 2
damage(61,41): 0
damage(61,42): 1
damage(61,43): 2
damage(61,44): 0
damage(61,45): 0
damage(61,46): 1
damage(61,47): 0
damage(61,48): 0
damage(61,49): 2
damage(61,50): 2
damage(61,51): 1
damage(61,52): 2
damage(61,53): 0
damage(61,54): 2
damage(61,55): 1
damage(61,56): 0
damage(61,57): 1
damage(61,58): 1
damage(61,59): 0
damage(61,60): 0
damage(61,61): 0
damage(61,62): 0
damage(61,63): 1
damage(61,64): 1
damage(61,65): 1
damage(61,66): 2
damage(61,67): 0
damage(61,68): 1
damage(61,69): 2
damage(61,70): 0
damage(61,71): 2
damage(61,72): 0
damage(61,73): 1
damage(61,74): 1
damage(61,75): 1
damage(61,76): 2
damage(61,77): 2
damage(61,78): 1
damage(61,79): 1
damage(61,80): 2
damage(61,81): 2
damage(61,82): 2
damage(61,83): 2
damage(61,84): 2
damage(61,85): 2
damage(61,86): 1
damage(61,87): 2
damage(61,88): 1
damage(61,89): 2
damage(61,90): 0
damage(61,91): 2
damage(61,92): 0
damage(61,93): 1
damage(61,94): 0
damage(61,95): 2
damage(61,96): 2
damage(61,97): 2
damage(61,98): 2
damage(61,99): 2
damage(62,0): 0
damage(62,1): 0
damage(62,2): 1
damage(62,3): 1
damage(62,4): 2
damage(62,5): 0
damage(62,6): 2
damage(62,7): 2
damage(62,8): 1
damage(62,9): 2
damage(62,10): 0
damage(62,11): 0
damage(62,12): 1
damage(62,13): 2
damage(62,14): 0
damage(62,15): 0
damage(62,16): 0
damage(62,17): 0
damage(62,18): 0
damage(62,19): 1
damage(62,20): 0
damage(62,21): 1
damage(62,22): 0
damage(62,23): 2
damage(62,24): 2
damage(62,25): 1
damage(62,26): 1
damage(62,27): 0
damage(62,28): 1
damage(62,29): 2
damage(62,30): 2
damage(62,31): 2
damage(62,32): 2
damage(62,33): 0
damage(62,34): 0
damage(62,35): 2
damage(62,36): 1
damage(62,37): 1
damage(62,38): 2
damage(62,39): 2
damage(62,40): 0
damage(62,41): 0
damage(62,42): 1
damage(62,43): 2
damage(62,44): 0
damage(62,45): 2
damage(62,46): 0
damage(62,47): 0
damage(62,48): 2
damage(62,49): 0
damage(62,50): 2
damage(62,51): 1
damage(62,52): 1
damage(62,53): 2
damage(62,54): 0
damage(62,55): 1
damage(62,56): 1
damage(62,57): 1
damage(62,58): 1
damage(62,59): 1
damage(62,60): 0
damage(62,61): 1
damage(62,62): 0
damage(62,63): 1
damage(62,64): 1
damage(62,65): 2
damage(62,66): 0
damage(62,67): 1
damage(62,68): 1
damage(62,69): 0
damage(62,70): 0
damage(62,71): 2
damage(62,72): 1
damage(62,73): 2
damage(62,74): 1
damage(62,75): 2
damage(62,76): 2
damage(62,77): 1
damage(62,78): 0
damage(62,79): 2
damage(62,80): 2
damage(62,81): 2
damage(62,82): 0
damage(62,83): 1
damage(62,84): 2
damage(62,85): 0
damage(62,86): 2
damage(62,87): 1
damage(62,88): 2
damage(62,89): 2
damage(62,90): 0
damage(62,91): 0
damage(62,92): 0
damage(62,93): 0
damage(62,94): 2
damage(62,95): 0
damage(62,96): 0
damage(62,97): 1
damage(62,98): 1
damage(62,99): 1
damage(63,0): 1
damage(63,1): 2
damage(63,2): 0
damage(63,3): 0
damage(63,4): 2
damage(63,5): 2
damage(63,6): 2
damage(63,7): 1
damage(63,8): 0
damage(63,9): 0
damage(63,10): 0
damage(63,11): 0
damage(63,12): 2
damage(63,13): 1
damage(63,14): 2
damage(63,15): 2
damage(63,16): 2
damage(63,17): 0
damage(63,18): 1
damage(63,19): 2
damage(63,20): 2
damage(63,21): 2
damage(63,22): 0
damage(63,23): 0
damage(63,24): 0
damage(63,25): 0
damage(63,26): 0
damage(63,27): 1
damage(63,28): 1
damage(63,29): 2
damage(63,30): 2
damage(63,31): 1
damage(63,32): 2
damage(63,33): 1
damage(63,34): 1
damage(63,35): 1
damage(63,36): 0
damage(63,37): 2
damage(63,38): 0
damage(63,39): 2
damage(63,40): 2
damage(63,41): 0
damage(63,42): 2
damage(63,43): 0
damage(63,44): 2
damage(63,45): 0
damage(63,46): 0
damage(63,47): 2
damage(63,48): 0
damage(63,49): 2
damage(63,50): 1
damage(63,51): 2
damage(63,52): 1
damage(63,53): 2
damage(63,54): 0
damage(63,55): 1
damage(63,56): 1
damage(63,57): 2
damage(63,58): 0
damage(63,59): 2
damage(63,60): 1
damage(63,61): 1
damage(63,62): 0
damage(63,63): 0
damage(63,64): 2
damage(63,65): 0
damage(63,66): 2
damage(63,67): 2
damage(63,68): 2
damage(63,69): 0
damage(63,70): 2
damage(63,71): 2
damage(63,72): 1
damage(63,73): 0
damage(63,74): 2
damage(63,75): 1
damage(63,76): 0
damage(63,77): 2
damage(63,78): 1
damage(63,79): 0
damage(63,80): 1
damage(63,81): 1
damage(63,82): 0
damage(63,83): 2
damage(63,84): 1
damage(63,85): 0
damage(63,86): 1
damage(63,87): 2
damage(63,88): 2
damage(63,89): 2
damage(63,90): 0
damage(63,91): 2
damage(63,92): 0
damage(63,93): 0
damage(63,94): 0
damage(63,95): 2
damage(63,96): 1
damage(63,97): 0
damage(63,98): 0
damage(63,99): 0
damage(64,0): 0
damage(64,1): 2
damage(64,2): 0
damage(64,3): 2
damage(64,4): 2
damage(64,5): 0
damage(64,6): 2
damage(64,7): 2
damage(64,8): 0
damage(64,9): 0
damage(64,10): 0
damage(64,11): 1
damage(64,12): 2
damage(64,13): 0
damage(64,14): 1
damage(64,15): 1
damage(64,16): 2
damage(64,17): 0
damage(64,18): 0
damage(64,19): 2
damage(64,20): 2
damage(64,21): 0
damage(64,22): 1
damage(64,23): 1
damage(64,24): 2
damage(64,25): 2
damage(64,26): 0
damage(64,27): 0
damage(64,28): 0
damage(64,29): 1
damage(64,30): 2
damage(64,31): 1
damage(64,32): 1
damage(64,33): 0
damage(64,34): 2
damage(64,35): 1
damage(64,36): 0
damage(64,37): 1
damage(64,38): 2
damage(64,39): 0
damage(64,40): 2
damage(64,41): 0
damage(64,42): 0
damage(64,43): 2
damage(64,44): 2
damage(64,45): 2
damage(64,46): 1
damage(64,47): 1
damage(64,48): 0
damage(64,49): 1
damage(64,50): 1
damage(64,51): 0
damage(64,52): 0
damage(64,53): 0
damage(64,54): 1
damage(64,55): 0
damage(64,56): 0
damage(64,57): 2
damage(64,58): 1
damage(64,59): 1
damage(64,60): 0
damage(64,61): 0
damage(64,62): 2
damage(64,63): 2
damage(64,64): 1
damage(64,65): 2
damage(64,66): 2
damage(64,67): 0
damage(64,68): 1
damage(64,69): 1
damage(64,70): 1
damage(64,71): 1
damage(64,72): 2
damage(64,73): 1
damage(64,74): 1
damage(64,75): 1
damage(64,76): 0
damage(64,77): 2
damage(64,78): 2
damage(64,79): 1
damage(64,80): 1
damage(64,81): 1
damage(64,82): 2
damage(64,83): 2
damage(64,84): 2
damage(64,85): 0
damage(64,86): 2
damage(64,87): 0
damage(64,88): 0
damage(64,89): 1
damage(64,90): 1
damage(64,91): 2
damage(64,92): 2
damage(64,93): 1
damage(64,94): 2
damage(64,95): 1
damage(64,96): 1
damage(64,97): 1
damage(64,98): 1
damage(64,99): 2
damage(65,0): 0
damage(65,1): 2
damage(65,2): 1
damage(65,3): 0
damage(65,4): 2
damage(65,5): 2
damage(65,6): 1
damage(65,7): 0
damage(65,8): 2
damage(65,9): 2
damage(65,10): 2
damage(65,11): 1
damage(65,12): 1
damage(65,13): 2
damage(65,14): 0
damage(65,15): 0
damage(65,16): 0
damage(65,17): 0
damage(65,18): 0
damage(65,19): 1
damage(65,20): 2
damage(65,21): 1
damage(65,22): 1
damage(65,23): 1
damage(65,24): 2
damage(65,25): 0
damage(65,26): 2
damage(65,27): 1
damage(65,28): 2
damage(65,29): 1
damage(65,30): 1
damage(65,31): 0
damage(65,32): 2
damage(65,33): 2
damage(65,34): 1
damage(65,35): 2
damage(65,36): 0
damage(65,37): 0
damage(65,38): 2
damage(65,39): 2
damage(65,40): 0
damage(65,41): 2
damage(65,42): 1
damage(65,43): 1
damage(65,44): 1
damage(65,45): 0
damage(65,46): 1
damage(65,47): 2
damage(65,48): 1
damage(65,49): 2
damage(65,50): 1
damage(65,51): 0
damage(65,52): 1
damage(65,53): 2
damage(65,54): 1
damage(65,55): 1
damage(65,56): 2
damage(65,57): 2
damage(65,58): 0
damage(65,59): 2
damage(65,60): 1
damage(65,61): 1
damage(65,62): 1
damage(65,63): 0
damage(65,64): 1
damage(65,65): 2
damage(65,66): 2
damage(65,67): 1
damage(65,68): 0
damage(65,69): 0
damage(65,70): 2
damage(65,71): 0
damage(65,72): 2
damage(65,73): 0
damage(65,74): 1
damage(65,75): 2
damage(65,76): 0
damage(65,77): 0
damage(65,78): 2
damage(65,79): 1
damage(65,80): 2
damage(65,81): 1
damage(65,82): 1
damage(65,83): 1
damage(65,84): 0
damage(65,85): 1
damage(65,86): 0
damage(65,87): 0
damage(65,88): 1
damage(65,89): 1
damage(65,90): 1
damage(65,91): 2
damage(65,92): 0
damage(65,93): 0
damage(65,94): 0
damage(65,95): 1
damage(65,96): 2
damage(65,97): 0
damage(65,98): 1
damage(65,99): 0
damage(66,0): 0
damage(66,1): 0
damage(66,2): 0
damage(66,3): 1
damage(66,4): 1
damage(66,5): 0
damage(66,6): 1
damage(66,7): 2
damage(66,8): 0
damage(66,9): 1
damage(66,10): 1
damage(66,11): 1
damage(66,12): 2
damage(66,13): 1
damage(66,14): 2
damage(66,15): 0
damage(66,16): 2
damage(66,17): 0
damage(66,18): 1
damage(66,19): 0
damage(66,20): 1
damage(66,21): 0
damage(66,22): 2
damage(66,23): 1
damage(66,24): 0
damage(66,25): 0
damage(66,26): 1
damage(66,27): 0
damage(66,28): 2
damage(66,29): 2
damage(66,30): 1
damage(66,31): 2
damage(66,32): 0
damage(66,33): 2
damage(66,34): 1
damage(66,35): 1
damage(66,36): 2
damage(66,37): 0
damage(66,38): 1
damage(66,39): 1
damage(66,40): 1
damage(66,41): 0
damage(66,42): 2
damage(66,43): 1
damage(66,44): 1
damage(66,45): 2
damage(66,46): 2
damage(66,47): 1
damage(66,48): 0
damage(66,49): 1
damage(66,50): 2
damage(66,51): 2
damage(66,52): 2
damage(66,53): 2
damage(66,54): 1
damage(66,55): 0
damage(66,56): 1
damage(66,57): 0
damage(66,58): 1
damage(66,59): 0
damage(66,60): 2
damage(66,61): 0
damage(66,62): 0
damage(66,63): 2
damage(66,64): 2
damage(66,65): 0
damage(66,66): 1
damage(66,67): 0
damage(66,68): 0
damage(66,69): 0
damage(66,70): 1
damage(66,71): 0
damage(66,72): 1
damage(66,73): 0
damage(66,74): 2
damage(66,75): 2
damage(66,76): 0
damage(66,77): 2
damage(66,78): 1
damage(66,79): 0
damage(66,80): 1
damage(66,81): 1
damage(66,82): 1
damage(66,83): 0
damage(66,84): 0
damage(66,85): 2
damage(66,86): 0
damage(66,87): 1
damage(66,88): 2
damage(66,89): 2
damage(66,90): 2
damage(66,91): 2
damage(66,92): 2
damage(66,93): 0
damage(66,94): 2
damage(66,95): 2
damage(66,96): 0
damage(66,97): 1
damage(66,98): 2
damage(66,99): 0
damage(67,0): 1
damage(67,1): 0
damage(67,2): 1
damage(67,3): 2
damage(67,4): 1
damage(67,5): 1
damage(67,6): 2
damage(67,7): 1
damage(67,8): 0
damage(67,9): 1
damage(67,10): 0
damage(67,11): 1
damage(67,12): 2
damage(67,13): 1
damage(67,14): 2
damage(67,15): 0
damage(67,16): 1
damage(67,17): 0
damage(67,18): 2
damage(67,19): 1
damage(67,20): 0
damage(67,21): 2
damage(67,22): 1
damage(67,23): 0
damage(67,24): 0
damage(67,25): 0
damage(67,26): 2
damage(67,27): 0
damage(67,28): 1
damage(67,29): 2
damage(67,30): 1
damage(67,31): 1
damage(67,32): 0
damage(67,33): 0
damage(67,34): 1
damage(67,35): 2
damage(67,36): 2
damage(67,37): 1
damage(67,38): 1
damage(67,39): 2
damage(67,40): 2
damage(67,41): 1
damage(67,42): 1
damage(67,43): 2
damage(67,44): 0
damage(67,45): 1
damage(67,46): 0
damage(67,47): 2
damage(67,48): 2
damage(67,49): 0
damage(67,50): 0
damage(67,51): 0
damage(67,52): 2
damage(67,53): 1
damage(67,54): 0
damage(67,55): 2
damage(67,56): 2
damage(67,57): 0
damage(67,58): 0
damage(67,59): 2
damage(67,60): 0
damage(67,61): 2
damage(67,62): 1
damage(67,63): 0
damage(67,64): 0
damage(67,65): 2
damage(67,66): 2
damage(67,67): 2
damage(67,68): 0
damage(67,69): 1
damage(67,70): 2
damage(67,71): 1
damage(67,72): 1
damage(67,73): 1
damage(67,74): 1
damage(67,75): 1
damage(67,76): 2
damage(67,77): 1
damage(67,78): 1
damage(67,79): 2
damage(67,80): 1
damage(67,81): 2
damage(67,82): 2
damage(67,83): 2
damage(67,84): 2
damage(67,85): 0
damage(67,86): 2
damage(67,87): 2
damage(67,88): 0
damage(67,89): 1
damage(67,90): 2
damage(67,91): 0
damage(67,92): 0
damage(67,93): 0
damage(67,94): 0
damage(67,95): 1
damage(67,96): 0
damage(67,97): 1
damage(67,98): 1
damage(67,99): 1
damage(68,0): 2
damage(68,1): 0
damage(68,2): 2
damage(68,3): 0
damage(68,4): 2
damage(68,5): 0
damage(68,6): 0
damage(68,7): 2
damage(68,8): 2
damage(68,9): 2
damage(68,10): 1
damage(68,11): 2
damage(68,12): 2
damage(68,13): 1
damage(68,14): 2
damage(68,15): 1
damage(68,16): 2
damage(68,17): 1
damage(68,18): 2
damage(68,19): 0
damage(68,20): 0
damage(68,21): 1
damage(68,22): 1
damage(68,23): 1
damage(68,24): 2
damage(68,25): 2
damage(68,26): 2
damage(68,27): 0
damage(68,28): 1
damage(68,29): 0
damage(68,30): 1
damage(68,31): 2
damage(68,32): 1
damage(68,33): 1
damage(68,34): 0
damage(68,35): 0
damage(68,36): 1
damage(68,37): 0
damage(68,38): 1
damage(68,39): 2
damage(68,40): 2
damage(68,41): 0
damage(68,42): 1
damage(68,43): 0
damage(68,44): 2
damage(68,45): 0
damage(68,46): 2
damage(68,47): 2
damage(68,48): 2
damage(68,49): 1
damage(68,50): 0
damage(68,51): 0
damage(68,52): 1
damage(68,53): 1
damage(68,54): 1
damage(68,55): 0
damage(68,56): 2
damage(68,57): 2
damage(68,58): 1
